입찰공고일시,입찰공고번호,입찰공고차수,재공고여부,등록유형명,공고종류명,국제입찰여부,참조번호,입찰공고명,공고기관명,수요기관명,입찰방식명,계약체결방법명,집행관명,입찰참가자격등록마감일시,공동수급협정서접수방식,공동수급협정마감일시,공동수급업체지역제한여부,입찰개시일시,입찰마감일시,개찰일시,공고규격서URL1,공고규격서URL2,공고규격서URL3,공고규격서URL4,공고규격서URL5,공고규격서URL6,공고규격서URL7,공고규격파일명1,공고규격파일명2,공고규격파일명3,공고규격파일명4,공고규격파일명5,공고규격파일명6,공고규격파일명7,재입찰허용여부,물품분류제한여부,제조여부,예정가격결정방법명,총예가건수,추첨예가건수,배정예산금액,추정가격,개찰장소,입찰공고상세URL,채권자명,세부품명,물품규격명,물품수량,물품단위,물품단가,납품기한일시,납품일수,인도조건명,공동수급방식명,지사투찰허용여부,지명경쟁여부,예비가격재작성방법명,실적신청서접수방법명,실적신청서접수일시,발주계획통합번호,낙찰하한율,등록일시,사전규격등록번호,정보화사업여부,낙찰방법명,변경일시,변경공고사유,재입찰개찰일시,입찰분류아이디,[기초금액]기초금액,[기초금액]기초금액공개일시,[기초금액]예비가격범위시작률,[기초금액]예비가격범위종료율,[기초금액]비고1,[기초금액]가용금액,[기초금액]입력일시,[구매대상물품]물품순번,[구매대상물품]물품분류번호,[구매대상물품]품명,[구매대상물품]수량,[구매대상물품]단위,[구매대상물품]단가,[구매대상물품]납품장소,[구매대상물품]공고게시일시
2020-10-15 10:49:43,20201012947,00,N,조달청 또는 나라장터 자체 공고건,일반,N,6412103,주요전염병 검진 가축방역 재료구입,경기도 경기도북부동물위생시험소,경기도 경기도북부동물위생시험소,전자입찰,수의(총액)소액수의,심재한,2020-10-21 18:00:00,공고서참조,,N,2020-10-16 10:00:00,2020-10-22 10:00:00,2020-10-22 12:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201012947::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201012947::00::2::2,,,,,,20201012947-00_1602726471177_공고문.hwp,20201012947-00_1602726471197_주요전염병검진(가축방역) 재료비 구입 내역.xlsx,,,,,,N,N,,복수예가,15,4,36834520,33485927,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201012947&bidseq=00&releaseYn=Y&taskClCd=1,박경애,시약키트,구매내역서 참조,1,식,,,30,수요기관희망장소입고도,공동수급불허,N,N,,,,1-3-2020-6412103-000008,88,2020-10-15 10:49:43,,,제한적최저가(낙찰하한율),,,,1,36834520,2020-10-22 12:20:09,-3,+3,,,2020-10-22 12:20:09,1,12161503,시약키트,1,식,,경기도북부동물위생시험소,2020-10-15 10:49:43
2020-10-14 17:03:51,20201012248,00,N,조달청 또는 나라장터 자체 공고건,일반,N,원예연구과-8389,4차산업대응 스마트온실 작물생육 예측모델 시험재료 구입,경기도 경기도농업기술원,경기도 경기도농업기술원,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),곽동순,2020-10-18 18:00:00,공고서참조,,N,2020-10-15 10:00:00,2020-10-19 10:00:00,2020-10-19 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201012248::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201012248::00::1::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201012248::00::1::3,,,,,20201012248-00_1602662550757_공고문(안).hwp,20201012248-00_1602662550757_물품구입내역서(공고).xlsx,20201012248-00_1602662550757_심사결과서(공고).hwp,,,,,Y,N,,복수예가,15,4,37250600,33864181,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201012248&bidseq=00&releaseYn=Y&taskClCd=1,경기도농업기술원장,풍향풍속계,"0~360°,0~60 M/S",1,식,,,30,납품장소 입고도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2020-6410563-000039,88,2020-10-14 17:03:51,917615,,제한적최저가(낙찰하한율),,,,1,37250600,2020-10-19 14:10:28,-3,+3,,,2020-10-19 14:10:28,1,41114409,풍속지표측정장치,1,식,,원예연구과,2020-10-14 17:03:51
2020-10-13 09:43:41,20201009318,00,N,조달청 또는 나라장터 자체 공고건,일반,N,2020-1849,2020년 직원 예방접종 백신(대상포진) 구입(단가계약),경기도,경기도,전자입찰,제한(단가),김효경,2020-10-19 18:00:00,공고서참조,,N,2020-10-13 10:00:00,2020-10-20 10:00:00,2020-10-20 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201009318::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201009318::00::2::2,,,,,,20201009318-00_1602549765747_입찰공고문[2020년 직원 예방접종 백신(대상포진) 구입].hwp,20201009318-00_1602549765747_사양서(대상포진백신).hwp,,,,,,Y,,N,복수예가,15,4,88000,80000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201009318&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,백신,PFS 또는 vial(주사기 포함),400,도우즈,,2020-12-31 00:00:00,,수요기관희망장소입고도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2020-6410000-000093,84.245,2020-10-13 09:43:41,,,적격심사(추정가격 고시금액미만),,,,1,88000,2020-10-20 11:10:22,-3,+3,,,2020-10-20 11:10:22,1,51310301,백신,400,도우즈,,경기도청(수원) 및 북부청(의정부) 의무실,2020-10-13 09:43:41
2020-10-12 15:01:59,20201008177,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도산림연구소-27336,물향기수목원 물방울온실 보일러 구입,경기도 경기도산림환경연구소,경기도 경기도산림환경연구소,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),도유림관리팀,2020-10-13 18:00:00,공고서참조,,N,2020-10-12 16:00:00,2020-10-14 16:00:00,2020-10-14 17:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201008177::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201008177::00::1::2,,,,,,20201008177-00_1602482454201_공고문(물향기수목원 물방울온실 보일러 구입).hwp,20201008177-00_1602482454241_시방서(물방울온실 보일러_BON-200).hwp,,,,,,Y,,Y,복수예가,15,4,36949000,33590000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201008177&bidseq=00&releaseYn=Y&taskClCd=1,신광선,수관보일러,시방서 참조,2,개,,,30,현장설치도,공동수급불허,,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2020-6410588-000002,88,2020-10-12 15:01:59,,,제한적최저가(낙찰하한율),,,,1,36949000,2020-10-12 15:03:07,-3,+3,시방서 참조,,2020-10-12 15:03:07,1,40102002,수관보일러,2,개,,물향기수목원 내,2020-10-12 15:01:59
2020-10-08 11:17:31,20201005968,00,N,조달청 또는 나라장터 자체 공고건,일반,N,ZY00267,"견적제출 수의계약 안내공고[안성천 고향의 강 정비사업 관급자재 구입(3차분,혼합골재)]",경기도청 북부청사,경기도청 북부청사,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),최진영,2020-10-14 18:00:00,공고서참조,,N,2020-10-12 10:00:00,2020-10-15 10:00:00,2020-10-15 14:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005968::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005968::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005968::00::2::3,,,,,20201005968-00_1602122897181_견적제출 공고문(안성천 관급자재 3차분 혼합골재).hwp,20201005968-00_1602122897201_물품내역서(안성천 관급자재 3차분 혼합골재).xlsx,20201005968-00_1602122897201_혼합골재 시방서.hwp,,,,,Y,,Y,복수예가,15,4,38514300,35013000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201005968&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,혼합골재,Φ40m/m(보조기층용),2122,㎥,,2020-12-31 00:00:00,,납품장소도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,,,1-3-2020-ZY00267-000057,88,2020-10-08 11:17:31,,,제한적최저가(낙찰하한율),,,,1,38514300,2020-10-08 13:06:40,-3,+3,,,2020-10-08 13:06:40,1,30109902,혼합골재,2122,㎥,,"경기도 안성시 도기동, 미양면 후평리",2020-10-08 11:17:31
2020-10-08 09:52:43,20201005322,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-5204호,주요전염병 검진 재료 구입,경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),김효주,2020-10-14 18:00:00,공고서참조,,N,2020-10-08 10:00:00,2020-10-15 10:00:00,2020-10-15 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005322::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005322::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005322::00::2::3,,,,,20201005322-00_1602061719554_입찰공고문(주요전염병 검진 재료 구입).hwp,20201005322-00_1602061719554_구입 시방서.hwp,20201005322-00_1602061719574_물품구매내역서.xlsx,,,,,N,N,,복수예가,15,4,95267500,86606818,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201005322&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,시약키트,규격서 참고,214,ea 등,,,30,납품장소 입고도,공동수급불허,N,N,,없음,,1-3-2020-ZY00267-000056,84.245,2020-10-08 09:52:43,914088,,적격심사(추정가격 고시금액미만),,,,1,95267500,2020-10-08 10:04:22,-3,+3,,,2020-10-08 10:04:22,1,12161503,시약키트,214,ea 등,,경기도북부동물위생시험소,2020-10-08 09:52:43
2020-10-07 17:21:38,20201005185,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-860호,주요 전염병검진(ASF 2차) 소모품 구입,경기도,경기도,전자입찰,제한(총액),김진경,2020-10-14 18:00:00,공고서참조,,N,2020-10-08 10:00:00,2020-10-15 10:00:00,2020-10-15 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005185::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201005185::00::2::2,,,,,,20201005185-00_1602058853404_입찰공고문-주요 전염병검진(ASF 2차) 소모품 구입.hwp,20201005185-00_1602058853424_물품구매내역.xlsx,,,,,,N,N,,복수예가,15,4,207638780,188762527,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201005185&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,시약키트,규격서 참조,51,종,,,60,수요기관희망장소입고도,공동수급불허,N,N,,없음,,1-3-2020-6410000-000089,84.245,2020-10-07 17:21:38,911086,,적격심사(추정가격 고시금액미만),,,,1,207638780,2020-10-07 17:22:28,-3,+3,,,2020-10-07 17:22:28,1,12161503,시약키트,51,종,,경기도동물위생시험소,2020-10-07 17:21:38
2020-10-06 20:00:13,20201003093,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도건설본부 공고 제2020-179호,문산-내포(1) 도로확포장공사 관급자재-혼합골재,경기도 경기도건설본부,경기도 경기도건설본부,전자입찰,제한(총액),전경민팀장,2020-10-15 18:00:00,공고서참조,,N,2020-10-07 10:00:00,2020-10-16 10:00:00,2020-10-16 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201003093::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201003093::00::2::2,,,,,,20201003093-00_1601967578126_공고서(혼합골재).hwp,"20201003093-00_1601967578146_7. 시방서(8장_동상방지층, 보조기층 및 기층공사).hwp",,,,,,Y,,Y,복수예가,15,4,78614250,71467500,경기도건설본부 관리과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201003093&bidseq=00&releaseYn=Y&taskClCd=1,경기도건설본부장,혼합골재,40mm,3665,㎥,,2020-12-31 00:00:00,,납품장소 하차도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2020-6410593-000006,87.945,2020-10-06 20:00:13,907846,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 고시금액 미만),,,,1,78614250,2020-10-08 11:28:04,-3,+3,,,2020-10-08 11:28:04,1,30109902,혼합골재,3665,㎥,,경기도 파주시 문산읍 문현말길 47 일원,2020-10-06 20:00:13
2020-10-06 16:52:31,20201003197,00,N,조달청 또는 나라장터 자체 공고건,일반,N,재난종합지휘센터-14075,신설 119안전센터 정보통신장비 구입 설치(3차) 견적제출 공고,경기도 소방재난본부,경기도 소방재난본부,전자입찰,수의(총액)소액수의,권현진,2020-10-13 18:00:00,공고서참조,,N,2020-10-08 10:00:00,2020-10-14 10:00:00,2020-10-14 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201003197::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201003197::00::2::2,,,,,,20201003197-00_1601969722762_견적제출 공고(신설119안전센터 정보통신장비 구매_3차).hwp,20201003197-00_1601969722782_규격서(과업지시서).hwp,,,,,,Y,N,,복수예가,15,4,32349000,29408181,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201003197&bidseq=00&releaseYn=Y&taskClCd=1,경기도소방재난본부장,영상회의시스템,규격서(과업지시서) 참조,4,식,,2020-12-18 00:00:00,,과업내역에 따름,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,,,1-3-2020-6412230-000032,88,2020-10-06 16:52:31,,,제한적최저가(낙찰하한율),,,,1,32349000,2020-10-12 10:07:45,-3,+3,,,2020-10-12 10:07:45,1,45111902,영상회의시스템,4,식,,구리소방서 갈매119안전센터,2020-10-06 16:52:31
2020-10-06 14:42:28,20201002816,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-5203호,해외전염병 검진 재료 구입,경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),김효주,2020-10-13 18:00:00,공고서참조,,N,2020-10-07 10:00:00,2020-10-14 10:00:00,2020-10-14 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201002816::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201002816::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201002816::00::2::3,,,,,20201002816-00_1601962804934_입찰공고문(해외전염병 검진 재료 구입).hwp,20201002816-00_1601962804954_구입 시방서.hwp,20201002816-00_1601962804974_물품내역서.xlsx,,,,,N,N,,복수예가,15,4,58375380,53068527,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201002816&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,망치,규격서 참고,1149,ea 등,,,30,납품장소 입고도,공동수급불허,N,N,,없음,,1-3-2020-ZY00267-000055,84.245,2020-10-06 14:42:28,911111,,적격심사(추정가격 고시금액미만),,,,1,58375380,2020-10-06 14:43:02,-3,+3,,,2020-10-06 14:43:02,1,27111602,망치,1149,ea 등,,경기도북부동물위생시험소 및 북부지소,2020-10-06 14:42:28
2020-10-03 15:46:38,20201000065,00,N,조달청 또는 나라장터 자체 공고건,일반,N,작물연구과-7087,2020년 농식품가공 연구를 위한 시험재료 구입,경기도 경기도농업기술원,경기도 경기도농업기술원,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),곽동순,2020-10-07 18:00:00,공고서참조,,N,2020-10-06 10:00:00,2020-10-08 10:00:00,2020-10-08 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201000065::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201000065::00::1::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20201000065::00::1::3,,,,,20201000065-00_1601707486396_공고문(안).hwp,20201000065-00_1601707486416_물품구매내역서(공고).xlsx,20201000065-00_1601707486436_심사결과서(공고).hwp,,,,,Y,N,,복수예가,15,4,42397700,38543363,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20201000065&bidseq=00&releaseYn=Y&taskClCd=1,경기도농업기술원장,안전화,"STICO, NEC03, 검정, 220mm",1,식,,,30,납품장소 입고도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2020-6410563-000038,88,2020-10-03 15:46:38,914331,,제한적최저가(낙찰하한율),,,,1,42397700,2020-10-08 13:20:40,-3,+3,,,2020-10-08 13:20:40,1,46181605,안전화,1,식,,작물연구과,2020-10-03 15:46:38
2020-09-29 16:24:51,20200930607,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도건설본부 공고 제2020-175호,문산-내포(1) 도로확포장공사 관급자재 - 순환골재,경기도 경기도건설본부,경기도 경기도건설본부,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),전경민팀장,2020-10-11 18:00:00,공고서참조,,N,2020-10-05 10:00:00,2020-10-12 10:00:00,2020-10-12 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200930607::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200930607::00::2::2,,,,,,20200930607-00_1601363334226_공고서(순환골재).hwp,"20200930607-00_1601363334226_7. 시방서(8장_동상방지층, 보조기층 및 기층공사).hwp",,,,,,Y,,Y,복수예가,15,4,22473000,20430000,경기도건설본부 관리과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20200930607&bidseq=00&releaseYn=Y&taskClCd=1,경기도건설본부장,순환골재,40mm,2270,㎥,,2020-12-31 00:00:00,,납품장소 하차도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2020-6410593-000005,88,2020-09-29 16:24:51,,,제한적최저가(낙찰하한율),,,,1,22473000,2020-10-08 11:26:18,-3,+3,,,2020-10-08 11:26:18,1,30109904,순환골재,2270,㎥,,경기도 파주시 문산읍 문현말길 일원,2020-09-29 16:24:51
2020-09-28 16:25:29,20200928082,00,N,조달청 또는 나라장터 자체 공고건,일반,N,해양수산자원연구소-10103,수산질병관리원 질병검사용 시약 및 소모품 구입,경기도 경기도해양수산자원연구소,경기도 경기도해양수산자원연구소,전자입찰,수의(총액)소액-견적입찰(2인 이상 견적 제출),한승훈,2020-10-06 18:00:00,공고서참조,,N,2020-09-29 13:00:00,2020-10-07 10:00:00,2020-10-07 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200928082::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200928082::00::2::2,,,,,,20200928082-00_1601254305904_공고문(질병검사용 시약 및 소모품)_소액수의.hwp,20200928082-00_1601254305924_물품내역서(질병검사용 시약 및 소모품).xlsx,,,,,,Y,N,,복수예가,15,4,13453000,12230000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20200928082&bidseq=00&releaseYn=Y&taskClCd=1,경기도해양수산자원연구소장,시약키트,물품 내역서 참조,636,EA,,,60,납품장소도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2020-6411789-000007,90,2020-09-28 16:25:29,,,제한적최저가(낙찰하한율),,,,1,13453000,2020-09-28 16:29:08,-3,+3,,,2020-09-28 16:29:08,1,12161503,시약키트,636,EA,,경기도 안산시 단원구 개건너길 71,2020-09-28 16:25:29
2020-09-25 14:21:45,20200927243,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-5199호,별내선 5공구 전기공사 관급자재(케이블트레이),경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),홍세진,2020-10-06 18:00:00,공고서참조,,N,2020-09-28 09:00:00,2020-10-07 15:00:00,2020-10-07 16:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927243::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927243::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927243::00::2::3,,,,,20200927243-00_1601011182996_입찰공고문(케이블트레이).hwp,20200927243-00_1601011182996_내역서(케이블트레이).xlsx,20200927243-00_1601011183016_자재구매시방서_전기분야.pdf,,,,,N,,Y,복수예가,15,4,109894600,99904181,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20200927243&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,케이블트레이,규격서 참조,4686,m,,,540,납품장소 하차도,공동수급불허,N,N,,없음,,1-3-2020-ZY00267-000051,87.945,2020-09-25 14:21:45,903397,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 10억미만 고시금액 이상),,,,1,109894600,2020-09-25 14:22:13,-3,+3,,,2020-09-25 14:22:13,1,39131704,케이블트레이,4686,m,,경기도 남양주시 다산1동 별내선 5공구 현장,2020-09-25 14:21:45
2020-09-25 14:10:11,20200927220,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-5198호,별내선 5공구 전기공사 관급자재(조명제어장치),경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),홍세진,2020-10-06 18:00:00,공고서참조,,N,2020-09-28 09:00:00,2020-10-07 15:00:00,2020-10-07 16:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927220::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927220::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927220::00::2::3,,,,,20200927220-00_1601010472474_입찰공고문(조명제어장치).hwp,20200927220-00_1601010472474_내역서(조명제어장치).xlsx,20200927220-00_1601010472474_자재구매시방서_전기분야.pdf,,,,,N,,Y,복수예가,15,4,41947840,38134400,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20200927220&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,조명용제어장치,규격서 참조,1,식,,,540,현장설치도,공동수급불허,N,N,,없음,,1-3-2020-ZY00267-000050,87.945,2020-09-25 14:10:11,903396,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 고시금액 미만),,,,1,41947840,2020-09-25 14:10:44,-3,+3,,,2020-09-25 14:10:44,1,39121107,조명제어장치,1,식,,경기도 남양주시 다산1동 별내선 5공구 현장,2020-09-25 14:10:11
2020-09-25 13:58:49,20200927196,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-5197호,별내선 5공구 전기공사 관급자재(수배전반),경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),홍세진,2020-10-06 18:00:00,공고서참조,,N,2020-09-28 09:00:00,2020-10-07 15:00:00,2020-10-07 16:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927196::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927196::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927196::00::2::3,,,,,20200927196-00_1601009824914_입찰공고문(수배전반).hwp,20200927196-00_1601009824914_내역서(수배전반).xlsx,20200927196-00_1601009824934_자재구매시방서_전기분야.pdf,,,,,N,,Y,복수예가,15,4,930910880,846282618,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20200927196&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,폐쇄형배전반,규격서 참조,36,면,,,540,현장설치도,공동수급불허,,N,,없음,,1-3-2020-ZY00267-000047,87.945,2020-09-25 13:58:49,903390,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 10억미만 고시금액 이상),,,,1,930910880,2020-09-25 13:59:18,-3,+3,,,2020-09-25 13:59:18,1,39121103,배전반,36,면,,경기도 남양주시 다산1동 별내선 5공구 현장,2020-09-25 13:58:49
2020-09-25 13:58:49,20200927196,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2020-5197호,별내선 5공구 전기공사 관급자재(수배전반),경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),홍세진,2020-10-06 18:00:00,공고서참조,,N,2020-09-28 09:00:00,2020-10-07 15:00:00,2020-10-07 16:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927196::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927196::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20200927196::00::2::3,,,,,20200927196-00_1601009824914_입찰공고문(수배전반).hwp,20200927196-00_1601009824914_내역서(수배전반).xlsx,20200927196-00_1601009824934_자재구매시방서_전기분야.pdf,,,,,N,,Y,복수예가,15,4,930910880,846282618,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20200927196&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,폐쇄형배전반,규격서 참조,36,면,,,540,현장설치도,공동수급불허,,N,,없음,,1-3-2020-ZY00267-000047,87.945,2020-09-25 13:58:49,903390,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 10억미만 고시금액 이상),,,,1,930910880,2020-09-25 13:59:18,-3,+3,,,2020-09-25 13:59:18,2,39121104,전동기제어반,11,세트,,경기도 남양주시 다산1동 별내선 5공구 현장,2020-09-25 13:58:49
